strSciName,keyID,strCategory,strCommonName,strToken,flgEvaluated,flgRecommended,flgNativeTo,flgAvail,,flgPNLightFull,flgPNLightPartialSun,flgPNLightShade,flgPNMoistureLow,flgPNMoistureMed,flgPNMoistureHigh,flgPNSeasonalWet,flgPNAquatic,strPNUniqueSoils,flgGHDeerResistant,flgGHGroundhogResistant,flgGHSpreadRapidly,flgSWBioretention,flgSWRainGarden,flgSWRetentionBasinWet,flgSWDetentionBasinDry,flgSWStreamBuffer,flgSWGreenRoof,flgSWSwale,flgSWWetland,strPCFoliageColor,strPCHeightLow,strPCHeightHigh,flgPCHeightIncr,flgPCHeightPlus,strPCSpreadLow,strPCSpreadHigh,flgPCSpreadIncr,flgPCSpreadPlus,Off set,flgPCGroundCover,strSciName,strPCBloomTime,strPCFlowerColor,flgPCEdible,flgPCEasyGrow,flgPMSeed,flgPMPlug,flgPMRootBall,flgPMStaking,flgRUErosion,flgRUWildlife,strCaterpHostPlantComName,strCaterpHostPlantSciName,strLandscape,flgRUSubdivision,flgRUHorticulture,flgRUScreening,flgRUHedge,flgRUParkingLot,flgRUStreetscape,flgRUOpenSpace,flgShallowRoots,strSlopes,strSpecialUses,strLandscapeGardenUses,strPlantCommunity,strTolerates,strSusceptible,strPlantingRecommendations,strGrowthPatterns,strSeasonColor,strBlooms,strMaintenance,strComments,Temp_NotFound,strSource,strThumbLink,strPicture1,strPicture2,strPicture3,strPicture4,booActive,dteDateAdded,dteDateChanged,strUserName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packera aurea,1418,3,golden ragwort,PAAU3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y, ,Y,Y, , ,"P,Q",Y,Y,Y, , , , , , ,NULL,NULL,,1,3,F, ,1,2,F, ,, ,Packera aurea,"04,05,06,07,08",Y, ,E, , , , ,Y,"C,P                   ",Northern Metalmark,Calephelis borealis, , , , ,, , , ,,Yes,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:33.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packera obovata,1671,3,"round leaved ragwort, running ragwort",PAOB6,N,R,"A,C,B,P,G,Q,M,N,O,R,V,U        ",,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Packera obovata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia argyrocoma,1423,3,silvery nailwort,PAAR4,Y,R,"N,V,U          ",N      ,,Y, , ,Y, , , , ,                         , , , , , , , , ,Y,NULL,NULL,G,1,6,I, ,12,15,F, ,,Y,Paronychia argyrocoma,6,"E,WI", ,E, , , , , ,                    ,,, , , , ,, , , ,,"lower,gentle","xeriscaping, greenroof?",,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:33.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paronychia canadensis,1424,3,smooth forked nailwort,PACA11,Y,R,"A,C,B,P,G,Q,M,N,R,V,U        ",       ,,Y,Y, ,Y, , , , ,                         , , , , , , , , ,Y,NULL,NULL,,3,16,I, ,NULL,NULL, , ,, ,Paronychia canadensis,"06,07,08",G-WH, ,E, , , , , ,                    ,,, , , , ,, , , ,,,"Greenroof Candidate, Restoration",,,,,,,,,,sand DF: abundant in dry woodland habitats in Albemarle.  LM: Appears to be annual,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:33.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peltandra virginica,1429,3,"arrow arum,tuckahoe",PEVI,Y,R,"A,C,B,P,Q,F,L,M,O,V,U        ",W      ,,Y,Y, , , ,Y, ,Y,"U,Q,S,H",Y,Y, , , ,Y, , , ,NULL,NULL,G,2,3,F, ,NULL,NULL, , ,, ,Peltandra virginica,"04,05,06",WG, ,E, , , , , ,"P,W,H                 ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:33.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon canescens,1430,3,eastern gray beardtongue,PECA8,Y,R,"A,C,B,P,G,Q,F,M,N,R,V,U        ",W      ,,Y,Y,Y,Y,, , , ,"D,S", , , , , , , , , ,NULL,NULL,,1,3,F, ,1,1.5,F, ,, ,Penstemon canescens,"05,06","V,P,W,L", ,E, , , , , ,"C,P",Baltimore Checkerspot,Euphydryas phaeton, , , , ,,Y,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:34.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon digitalis,1431,3,"foxglove or talus slope penstemon,tall white beardtongue",PEDI,Y,R,Uncertain,W      ,,Y,Y, ,Y,Y, , , ,O,Y, , , ,Y, ,Y, ,Y,Y,NULL,,2,4,F, ,1,3,F, ,, ,Penstemon digitalis,"05,06,07,08","W,WV", ,E, , , , ,Y,"C,P",Baltimore Checkerspot,Euphydryas phaeton, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon hirsutus,1668,3,"Northeast,hairy beardtongue",PEHI,N,R,"Q,V,U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penstemon hirsutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon laevigatus ,1432,3,smooth beardtongue,PELA8,Y,R,"A,C,B,P,Q,F,L,M,N,O,V,U        ",       ,,Y,Y,Y, ,Y, , , ,                         , , , , ,Y, , , , ,Y,NULL,G,1,2.5,F,3.5,1,2,f, ,, ,Penstemon laevigatus ,"05,06,07",P, ,E, , , , , ,"C,P",Baltimore Checkerspot,Euphydryas phaeton,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,11:35.8,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penstemon pallidus,1669,3,eastern pale beardtongue,PEPA7,N,R,"A,B,C,G,M,Q",,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penstemon pallidus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penthorum sedoides,1433,3,ditch stonecrop,PESE6,Y,R,"A,C,B,P,G,Q,F,L,N,O,R,V,U        ",W      ,,Y,Y, , ,,Y,Y,Y,U, , , , , , , ,Y, ,NULL,NULL,"G,YG",1,2,F, ,NULL,NULL, , ,, ,Penthorum sedoides,"07,08,09,10","Y,G,N", ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,standing water,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:27.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persicaria virginiana,1434,3,"Virginia or woodland knotweed,jumpseed,fleece flower,Tovara",POVI2,Y,N,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,, , , , , , , , ,                         , , , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Persicaria virginiana,,, , , , , , , ,                    ,,, , , , ,, , , ,,wooded,,,,,,,,,,,"spindly, tiny flower",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:34.4,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phemeranthus teretifolius,1436,3,"Appalachian,roundleaf,quill fameflower",PHTE18,Y,R,"A,C,B,P,G,Q,F,M,N,R,V,U        ",W      ,,Y, , ,Y, , , , ,"K,D                      ", , , , , , , , ,Y,NULL,NULL,,1,6,I, ,12,15,I, ,, ,Phemeranthus teretifolius,"07,08,09",I, ,E, , , , , ,                    ,,, , , , ,, , , ,,,Extensive Greenroof,Rock Garden,rock outcrop,,,,,,,,"greenroof,drought tolerant, xeriscaping",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:34.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phemeranthus teretifolius,1662,3,"quill fameflower,roundleaf fameflower",PHTE18,N,R,"A,C,B,P,G,Q,F,M,N,R,V,U        ",,,,,,,,,,,"G,A",,,,,,,,,,,,,,,,,,,,,,,Phemeranthus teretifolius,,,,,,,,,,,,,,,,,,,,,,,,"Rock Garden, Part shade greenroof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox buckleyi,1438,3,sword leaf phlox,PHBU,Y,R,"A,C,V,U        ",       ,,Y,Y,,Y, , , , ,D, , , , , , , , , ,NULL,NULL,E,0.5,1,F, ,1,2,F, ,, ,Phlox buckleyi,,"I,P,L", , , , , , , ,"C,B",,, , , , ,, , , ,,,,,,,,,,,,,"greenroof, Augusta",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:34.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox carolina,1439,3,"Carolina,thick leaf phlox",PHCA19,Y,R,"A,C,B,V,U        ",       ,,Y,Y, , ,Y,Y, , ,"R,AO,S", , , , , , , , , ,NULL,NULL,E,2,3,F,5,1,2,F, ,, ,Phlox carolina,"05,06,07,08,09,10","W,I,P", , , , , , , ,"C,B,G",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,43:20.1,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox divaricata,1440,3,woodland phlox,PHDI5,Y,R,"A,C,B,V,U        ",W      ,, ,Y,Y,Y,Y, , , ,"RO,Q     ", , , , ,Y, , , , ,Y,NULL,E,12,18,I, ,12,18,I, ,, ,Phlox divaricata,"04,05,06","B,L,W", ,E, , , , ,Y,"C,P,W",,,Y, ,Y, ,, , , ,,wooded,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:35.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox glaberrima,1441,3,smooth phlox,PHGL4,Y,R,"F,V,U        ",W      ,,Y,Y,Y, ,Y, , , ,"RO,SO,Q", , , , , , , , , ,NULL,NULL,,15,30,I, ,24,30,I, ,, ,Phlox glaberrima,"04,05","RP,I,W", ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:06.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox paniculata,1442,3,"summer,fall,garden phlox",PHPA9,Y,R,"A,C,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y, , , ,RO, , , , ,Y, , , , ,Y,NULL,G,3,4,F, ,4,8,F, ,, ,Phlox paniculata,"06,07,08","P,I,L", ,E, , , , , ,"C,P,W,H              ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox stolonifera,1443,3,creeping phlox,PHST3,Y,N,"V,U",W      ,, ,Y,Y, ,Y, , , ,                         , , , , , , , , , ,NULL,NULL,G,6,10,I, ,NULL,NULL, , ,,Y,Phlox stolonifera,"04,05","W,B,P", ,E, , , , ,Y,C,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,07:36.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phlox subulata,1444,3,"moss, creeping phlox",PHSU3,Y,R,"A,C,B,G,F,M,N,R,V,U        ",W      ,,Y, , ,Y, , , , ,"S,R,DO", , , , ,Y, , , ,Y,Y,NULL,"G,E",3,6,I,9,4,12,I, ,,Y,Phlox subulata,"03,04,05,06","I,P,W", ,E, , , , ,Y,"C,P",,,Y, ,Y, ,,Y,Y, ,,,Semi-intensive Greenroof,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:35.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physostegia virginiana,1449,3,obedient plant,PHVI8,Y,R,"F,V,U        ",W      ,,Y,Y, , ,Y, , , ,"RO,G,C",Y, ,Y,Y,Y, ,Y, , ,Y,NULL,"G,YG",2,4,F, ,1.5,3,F, ,, ,Physostegia virginiana,"06,07,08,09","P,W", ,E, , , , , ,H                   ,,,Y, ,Y, ,, , , ,,,,,,,,,,,,,"beautiful, aggressive",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Podophyllum peltatum,1459,3,mayapple,POPE,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y,Y,Y, , , ,"RO,Q     ",Y, ,Y, ,Y, , , , ,Y,NULL,G,1,1.5,F, ,NULL,NULL, , ,, ,Podophyllum peltatum,"03,04,05","W,I",Y,E, , , , , ,"C,W            ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:35.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polemonium reptans,1460,3,"Jacob's ladder,Greek valerian",PORE2,Y,R,"A,C,G,F,L,M,O,R,V,U        ",W      ,, ,Y,Y, ,Y,Y, , ,"O,Q", , , , ,Y, , , , ,Y,NULL,G,0.5,1.5,F, ,NULL,NULL, , ,, ,Polemonium reptans,"04,05","I,B", ,E, , , , , ,"C,P,H        ",Zebra Swallowtail,,Y, ,Y, ,, , , ,,,"LM: riparian, floodplain, moist areas",,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,35:01.1,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonatum biflorum,1461,3,Solomon's seal,POBI2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y,Y,Y, , , ,"RO,P", , , , ,Y, , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Polygonatum biflorum,,, ,E, , , , , ,"C,P,W",,,Y, , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:45.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum amphibium,1462,3,water knotweed,POAM8,Y,N,U              ,W      ,, , , , , , , , ,                         , , , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Polygonum amphibium,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Secondary,NULL,NULL,NULL,NULL,NULL,A,54:45.2,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum hydropiperoides,1463,3,swamp smartweed,POHY2,Y,N,U              ,W      ,, , , , , , , ,Y,                         , , , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Polygonum hydropiperoides,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:45.4,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum pensylvanicum,1464,3,Pennsylvania smartweed,POPE2,Y,N,U              ,W      ,, , , , , , , ,Y,                         , , , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Polygonum pensylvanicum,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:45.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polygonum punctatum,1465,3,dotted smartweed,POPU5,Y,N,U              ,W      ,, , , , , , , , ,                         , , , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Polygonum punctatum,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontederia cordata,1469,3,pickerel weed,POCO14,Rare,N,"P,Q,F,V,U        ",W      ,,Y,Y, , , ,Y, ,Y,U,Y, , , , ,Y, , , ,NULL,NULL,G,1,3,F, ,NULL,NULL, , ,, ,Pontederia cordata,"06,07,08,09","W,B,P", ,E, , , , , ,"C,P,W,H              ",,,Y, , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:45.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potamogeton nodosus,1473,3,"longleaf,American pondweed",PONO2,Y,N,"A,C,Q,F,N,V,U        ",W      ,,Y, , , , ,Y, ,0.5-4',U,Y, ,Y, , , , , , ,NULL,NULL,,4,12,i, ,2,8,f, ,, ,Potamogeton nodosus,,, ,E, , , , , ,"C,W,H",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:45.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunella vulgaris,1474,3,"common selfheal,heal all",PRVU,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y, , , ,"RO,Q,P",Y, ,Y, , , , , , ,NULL,NULL,,0.6,1,F, ,NULL,NULL, , ,, ,Prunella vulgaris,,, ,E, , , , , ,"C,P",,, , , , ,, , , ,,,,,,,,,,,,,"weedy, ever blooming, aggressive",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,49:09.3,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycnanthemum incanum,1481,3,hoary mountain mint,PYIN,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ","W,R    ",,Y,Y, ,Y,Y, , , ,"O,S,K,D                     ",Y, ,Y, ,Y, ,Y, , ,Y,NULL,"G,I,Q,F",3,5,F, ,1,4,F, ,, ,Pycnanthemum incanum,"06,07,08,09","W&P,I,L",Y,E, , , , ,Y,"C,P,W               ",,,Y,Y,Y, ,,Y,Y,Y,,,"super hardy, very adaptable",,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:46.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycnanthemum muticum,1482,3,"clustered,short toothed,blunt mountain mint",PYMU,Y,N,"A,C,P,G,F,O,V,U        ",       ,,Y,Y,,,Y, ,Y, ,"RO,K,G",Y, ,Y, ,Y, ,Y,Y, ,Y,NULL,"G,WG",2,3,f, ,1,3,F, ,, ,Pycnanthemum muticum,"07,08,09","W&R,I,B,P",Y, , , , , , ,"C,P,W               ",,, , , , ,, , , ,,,,,,,,,,,,,aggressive,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:28.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycnanthemum tenuifolium,1483,3,narrowleaf mountain mint,PYTE,Y,R,"A,C,B,P,G,Q,F,L,N,O,R,V,U        ","W,R    ",,Y,Y, ,Y,Y,,, ,"D,O                        ",Y, ,Y,Y,Y, ,Y, , ,Y,NULL,F,1,2,F, ,1,2,F, ,, ,Pycnanthemum tenuifolium,"06,07,08,09",W&I,Y,E,Y,Y, , , ,"C,P,B,W               ",,,Y,Y,Y, ,,Y,Y,Y,,,Very adaptable,,,,,,,,,,"Fine leaved foliage, very ornamental",,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pycnanthemum virginianum,1484,3,"American,Virginia mountain Mint",PYVI,Y,R,"A,C,B,F,O,V,U        ",W      ,,Y,Y, , ,Y,Y,Y, ,"R,S,O,C",Y, ,Y, ,Y, , ,Y, ,NULL,NULL,G,2,3,F, ,NULL,NULL, , ,, ,Pycnanthemum virginianum,"07,08",W,Y,E, , , , , ,"C,P,W               ",,, , , , ,, , , ,,,,,,,,,,,,,"aggressive, but not in drier soils",,Primary,NULL,NULL,NULL,NULL,NULL,A,15:59.2,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus abortivus,1498,3,littleleaf buttercup,RAAB,Y,N,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, , , , , , , , ,                         ,Y, , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Ranunculus abortivus,,, ,E, , , , , ,C,Banded Hairstreak,Satyrium calanus, , , , ,, , , ,,,,,,,,,,,,,not showy,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:46.4,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus hispidus,1499,3,bristly buttercup,RAHI,Y,N,"A,C,B,P,G,Q,F,M,N,R,V,U        ",W      ,, , , , , , , , ,                         ,Y, , , , , , , , ,NULL,NULL,,NULL,NULL, , ,NULL,NULL, , ,, ,Ranunculus hispidus,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,not showy,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:46.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhexia virginica,1500,3,Virginia meadow beauty,RHVI,Y,R,"A,C,B,Q,F,L,O,R,V,U        ",       ,,Y,Y, , ,Y,Y,Y, ,"A,S,AG                        ", , , ,Y, , , ,Y, ,NULL,NULL,F,1,3,F, ,NULL,NULL, , ,, ,Rhexia virginica,"05,06,07,08,09","I,P&Y", ,E, , , , , ,"C,W         ",,, , ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,55:06.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia fulgida,1520,3,orange coneflower,RUFU2,Y,R,"A,C,B,P,Q,F,N,O,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"O,K,Q", ,Y, , ,Y, , , , ,Y,NULL,,1.5,2.5,F,4,1.5,2,F,2.5,, ,Rudbeckia fulgida,"07,08,09,10","Y,OY&PN", ,E, , , , , ,"C,P,W,H           ",,,Y, ,Y, ,,Y,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:46.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia hirta,1521,3,blackeyed Susan,RUHI2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"F,P                 ",Y,Y, ,Y,Y, ,Y, , ,Y,NULL,,1,3,F, ,1,3,F, ,, ,Rudbeckia hirta,"06,07,08,09,10",Y&PN, ,E, , , , , ,"C,P,H             ",Silvery Checkerspot,Chlosyne nycteis,Y, ,Y, ,, , , ,,,,,,,,,,,,,bi-annual,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,37:47.8,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia laciniata,1522,3,cutleaved coneflower,RULA3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y, , , ,"RO,IO", ,Y,Y, ,Y, , , , ,Y,NULL,,3,8,F, ,2,4,F, ,, ,Rudbeckia laciniata,"06,07,08,09,10",Y&YG, ,E, , , , , ,"C,P,W,H           ",Silvery Checkerspot,Chlosyne nycteis,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Repp,NULL,NULL,NULL,NULL,NULL,A,54:46.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia triloba,1523,3,"three lobed coneflower,browneyed Susan",RUTR2,Y,R,"A,C,B,G,Q,F,L,M,N,O,V,U        ",W      ,,Y,Y,Y, ,Y,Y, , ,"RO,G,C", ,Y,Y, ,Y, ,Y,Y, ,Y,NULL,G,2,5,F, ,NULL,NULL, , ,, ,Rudbeckia triloba,"06,07,08,09,10",Y&N, ,E, , , , , ,"C,P,W,H           ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:47.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia caroliniensis,1524,3,"Carolina,common wild petunia",RUCA4,Y,R,"A,C,B,P,Q,F,L,M,N,O,V,U        ",       ,,Y,Y, ,,Y, , , ,"O,QK", , , , ,Y, , , , ,Y,NULL,,1.5,3,F, ,NULL,NULL, , ,,Y,Ruellia caroliniensis,"05,06,07",BP, ,E, , , , , ,"C,P,H           ",Common Buckeye,Junonia coenia, , , , ,, , , ,,,,,,,,,,,,,LM: Can be mowed and self seeds into lawns.,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:47.2,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sagittaria latifolia,1527,3,"common,broadleaf arrowhead,duck potato,wapato",SALA2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y, , , , ,Y, ,"2-12""","R,Q", , , , , ,Y, , , ,NULL,Y,G,1,3,F, ,NULL,NULL, , ,, ,Sagittaria latifolia,"07,08,09",W, ,E, , , , , ,"C,P,W,H           ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:47.4,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
